N	埼玉 県	REFERENTIAL
N	同 県	IN FOCUS
N	十 日	IN FOCUS
name	埼玉	IN FOCUS
other	た	IN FOCUS
dem.prox	これ	ACTIVATED
dem.prox N	この 日	IN FOCUS
N	参院 者	FAMILIAR
N	社会 人	FAMILIAR
N	連合 隔たり	FAMILIAR
Ø	_	FAMILIAR
Ø	_	FAMILIAR
Ø	_	IN FOCUS
N	そう 事態	FAMILIAR
N	党	ACTIVATED
N	fsx	FAMILIAR
N	fsx 化	IN FOCUS
Ø	_	IN FOCUS
N	fsx	ACTIVATED
N	頼む _ 報道	FAMILIAR
N	そう 事実	IN FOCUS
other	なり	FAMILIAR
N	相手 論戦	IN FOCUS
other	分 抑制 対象 なり 認識	FAMILIAR
N	労働 側	ACTIVATED
N	現地 調査	FAMILIAR
N	KEDO 経費	IN FOCUS
N	粗鋼	FAMILIAR
N	一 トン	IN FOCUS
N	既成 運動	FAMILIAR
N	力	IN FOCUS
N	方針	FAMILIAR
N	英 方	IN FOCUS
N	健康	FAMILIAR
N	スポーツ	ACTIVATED
N	貯蔵 党	FAMILIAR
N	国外 退去	FAMILIAR
N	テロ	IN FOCUS
N	訓練	FAMILIAR
N	旧 軍	ACTIVATED
N	装甲 車両	FAMILIAR
N	性	FAMILIAR
Ø	_	IN FOCUS
Ø	_ 医院	IN FOCUS
other	飛び火	FAMILIAR
N	飛び火 _ 懸念	IN FOCUS
N	財産	FAMILIAR
other	か	IN FOCUS
N	債権	FAMILIAR
N	処理 メド	IN FOCUS
N	協調	FAMILIAR
N	投資	IN FOCUS
N	仕方	FAMILIAR
Ø	_	IN FOCUS
N	円 差	IN FOCUS
N	首脳	FAMILIAR
N	通商 関係	IN FOCUS
dem.prox N	この 評価	FAMILIAR
N	彼 彼	IN FOCUS
Ø	_	ACTIVATED
Ø	_	IN FOCUS
Ø	_	IN FOCUS
Ø	_	IN FOCUS
Ø	_	IN FOCUS
Ø	_	IN FOCUS
Ø	_	IN FOCUS
Ø	_	IN FOCUS
Ø	_	IN FOCUS
Ø	_	ACTIVATED
N	横綱	FAMILIAR
N	なり _ こと	IN FOCUS
N	こと _ こと	FAMILIAR
N	紅白	FAMILIAR
N	紅白 歌	IN FOCUS
name	日本	FAMILIAR
N	今年	FAMILIAR
name	日本	FAMILIAR
name	日本	ACTIVATED
N	今年	ACTIVATED
name	日本	IN FOCUS
N	迷惑	FAMILIAR
other	かかる	IN FOCUS
N	戻す _ _ _ こと	FAMILIAR
name	台帳	IN FOCUS
Ø	_	IN FOCUS
N	辞任 _ 自己 信念 発言	FAMILIAR
N	生存 叙勲	IN FOCUS
Ø	_	FAMILIAR
name	自由 大阪	IN FOCUS
N	府民	IN FOCUS
N	用いる _ 発光 部分 製作	FAMILIAR
N	道交法	FAMILIAR
N	約 人	IN FOCUS
